iter	Passed	Remaining
688	3426	1546
689	3430	1541
690	3435	1536
691	3439	1530
692	3444	1526
693	3449	1520
694	3453	1515
695	3457	1510
696	3461	1504
697	3465	1499
698	3470	1494
699	3474	1489
700	3479	1484
701	3483	1478
702	3487	1473
703	3493	1468
704	3497	1463
705	3501	1458
706	3506	1453
707	3510	1448
708	3515	1442
709	3519	1437
710	3523	1432
711	3528	1427
712	3532	1422
713	3537	1416
714	3541	1411
715	3546	1406
716	3550	1401
717	3554	1396
718	3558	1390
719	3563	1385
720	3567	1380
721	3571	1375
722	3575	1370
723	3580	1364
724	3584	1359
725	3589	1354
726	3594	1349
727	3598	1344
728	3604	1339
729	3608	1334
730	3613	1329
731	3617	1324
732	3622	1319
733	3627	1314
734	3632	1309
735	3636	1304
736	3640	1299
737	3645	1294
738	3649	1288
739	3653	1283
740	3657	1278
741	3662	1273
742	3666	1268
743	3670	1262
744	3674	1257
745	3679	1252
746	3683	1247
747	3687	1242
748	3692	1237
749	3696	1232
750	3700	1227
751	3705	1222
752	3709	1216
753	3714	1211
754	3718	1206
755	3722	1201
756	3727	1196
757	3731	1191
758	3736	1186
759	3741	1181
760	3747	1176
761	3752	1171
762	3758	1167
763	3763	1162
764	3768	1157
765	3773	1152
766	3779	1148
767	3784	1143
768	3789	1138
769	3795	1133
770	3800	1128
771	3806	1124
772	3812	1119
773	3817	1114
774	3823	1109
775	3828	1105
776	3834	1100
777	3839	1095
778	3846	1091
779	3852	1086
780	3858	1081
781	3864	1077
782	3869	1072
783	3875	1067
784	3881	1062
785	3887	1058
786	3892	1053
787	3898	1048
788	3904	1044
789	3909	1039
790	3914	1034
791	3920	1029
792	3926	1024
793	3932	1020
794	3938	1015
795	3945	1011
796	3950	1006
797	3955	1001
798	3961	996
799	3966	991
800	3972	986
801	3978	982
802	3983	977
803	3989	972
804	3994	967
805	4000	962
806	4005	957
807	4011	953
808	4016	948
809	4021	943
810	4027	938
811	4032	933
812	4037	928
813	4043	923
814	4048	919
815	4054	914
816	4059	909
817	4065	904
818	4070	899
819	4075	894
820	4081	889
821	4087	885
822	4092	880
823	4097	875
824	4103	870
825	4109	865
826	4114	860
827	4120	855
828	4125	851
829	4131	846
830	4136	841
831	4141	836
832	4146	831
833	4151	826
834	4156	821
835	4162	816
836	4167	811
837	4172	806
838	4178	801
839	4183	796
840	4188	791
841	4194	787
842	4199	782
843	4205	777
844	4210	772
845	4216	767
846	4221	762
847	4226	757
848	4231	752
849	4237	747
850	4241	742
851	4247	737
852	4252	732
853	4258	727
854	4263	723
855	4268	718
856	4272	712
857	4278	708
858	4283	703
859	4289	698
860	4294	693
861	4300	688
862	4305	683
863	4310	678
864	4316	673
865	4321	668
866	4327	663
867	4332	658
868	4337	653
869	4342	648
870	4348	644
871	4354	639
872	4359	634
873	4365	629
874	4370	624
875	4375	619
876	4380	614
877	4386	609
878	4391	604
879	4397	599
880	4402	594
881	4407	589
882	4413	584
883	4418	579
884	4424	574
885	4429	569
886	4434	564
887	4440	560
888	4445	555
889	4450	550
890	4455	545
891	4461	540
892	4466	535
893	4472	530
894	4477	525
895	4482	520
896	4487	515
897	4492	510
898	4498	505
899	4503	500
900	4509	495
901	4514	490
902	4520	485
903	4526	480
904	4531	475
905	4536	470
906	4542	465
907	4546	460
908	4552	455
909	4557	450
910	4563	445
911	4569	440
912	4575	435
913	4580	430
914	4585	426
915	4591	421
916	4596	416
917	4601	411
918	4607	406
919	4613	401
920	4618	396
921	4624	391
922	4629	386
923	4634	381
924	4640	376
925	4646	371
926	4651	366
927	4657	361
928	4662	356
929	4667	351
930	4673	346
931	4678	341
932	4683	336
933	4689	331
934	4694	326
935	4699	321
936	4705	316
937	4710	311
938	4715	306
939	4721	301
940	4726	296
941	4732	291
942	4738	286
943	4743	281
944	4748	276
945	4754	271
946	4759	266
947	4764	261
948	4770	256
949	4775	251
950	4780	246
951	4786	241
952	4791	236
953	4797	231
954	4802	226
955	4807	221
956	4813	216
957	4819	211
958	4825	206
959	4830	201
960	4835	196
961	4841	191
962	4847	186
963	4853	181
964	4859	176
965	4864	171
966	4870	166
967	4876	161
968	4883	156
969	4888	151
970	4894	146
971	4899	141
972	4904	136
973	4910	131
974	4916	126
975	4921	121
976	4927	115
977	4932	110
978	4938	105
979	4943	100
980	4949	95
981	4954	90
982	4960	85
983	4965	80
984	4971	75
985	4976	70
986	4981	65
987	4986	60
988	4992	55
989	4998	50
990	5003	45
991	5009	40
992	5015	35
993	5020	30
994	5026	25
995	5031	20
996	5037	15
997	5042	10
998	5048	5
999	5054	0
