iter	Passed	Remaining
192	683	2856
193	687	2857
194	692	2857
195	695	2853
196	698	2848
197	703	2850
198	706	2844
199	709	2839
200	713	2835
201	716	2832
202	721	2832
203	724	2828
204	728	2824
205	731	2818
206	737	2824
207	741	2824
208	745	2819
209	748	2815
210	751	2810
211	755	2807
212	758	2803
213	762	2798
214	765	2793
215	768	2789
216	772	2787
217	775	2782
218	781	2786
219	784	2781
220	788	2778
221	791	2774
222	796	2773
223	799	2770
224	803	2766
225	806	2762
226	809	2758
227	813	2754
228	817	2750
229	820	2746
230	823	2741
231	827	2739
232	831	2736
233	834	2731
234	838	2730
235	842	2726
236	845	2722
237	848	2717
238	852	2713
239	856	2710
240	859	2706
241	862	2700
242	865	2697
243	869	2692
244	872	2688
245	876	2684
246	879	2680
247	882	2674
248	886	2672
249	889	2669
250	892	2664
251	896	2660
252	899	2656
253	905	2657
254	908	2653
255	911	2647
256	915	2645
257	919	2643
258	922	2638
259	925	2634
260	929	2631
261	933	2628
262	936	2624
263	939	2619
264	943	2616
265	946	2611
266	949	2608
267	953	2605
268	956	2600
269	959	2595
270	965	2598
271	976	2613
272	982	2615
273	987	2617
274	993	2618
275	997	2616
276	1001	2614
277	1005	2612
278	1010	2611
279	1014	2609
280	1018	2605
281	1022	2602
282	1027	2602
283	1031	2599
284	1035	2597
285	1039	2593
286	1044	2595
287	1048	2591
288	1051	2587
289	1055	2584
290	1059	2581
291	1063	2577
292	1066	2573
293	1070	2569
294	1073	2564
295	1076	2560
296	1079	2555
297	1082	2550
298	1086	2548
299	1092	2549
300	1097	2549
301	1101	2544
302	1106	2544
303	1110	2542
304	1114	2538
305	1118	2537
306	1123	2536
307	1126	2531
308	1131	2529
309	1134	2525
310	1138	2521
311	1141	2516
312	1146	2515
313	1149	2512
314	1153	2508
315	1156	2503
316	1159	2499
317	1164	2496
318	1167	2492
319	1170	2487
320	1173	2482
321	1176	2477
322	1179	2472
323	1182	2468
324	1185	2463
325	1188	2457
326	1192	2453
327	1195	2448
328	1198	2443
329	1201	2438
330	1204	2435
331	1208	2431
332	1211	2427
333	1215	2423
334	1218	2418
335	1221	2414
336	1225	2410
337	1228	2405
338	1231	2401
339	1234	2397
340	1237	2392
341	1241	2388
342	1245	2385
343	1248	2380
344	1251	2375
345	1254	2371
346	1258	2367
347	1261	2362
348	1265	2359
349	1268	2355
350	1271	2350
351	1274	2347
352	1278	2342
353	1281	2338
354	1285	2334
355	1288	2331
356	1291	2326
357	1295	2322
358	1298	2318
359	1301	2313
360	1306	2311
361	1309	2307
362	1312	2303
363	1315	2299
364	1319	2295
365	1322	2291
366	1326	2287
367	1329	2283
368	1332	2278
369	1335	2274
370	1339	2270
371	1342	2266
372	1345	2262
373	1349	2259
374	1353	2255
375	1357	2252
376	1360	2247
377	1364	2245
378	1367	2241
379	1371	2237
380	1374	2233
381	1378	2229
382	1382	2226
383	1385	2222
384	1388	2218
385	1392	2215
386	1398	2215
387	1402	2212
388	1406	2209
389	1411	2207
390	1414	2202
391	1418	2199
392	1423	2198
393	1428	2196
394	1431	2193
395	1435	2189
396	1438	2184
397	1442	2181
398	1445	2177
399	1448	2172
400	1451	2168
401	1455	2165
402	1459	2161
403	1462	2157
404	1465	2153
405	1470	2150
406	1474	2148
407	1478	2145
408	1481	2140
409	1486	2138
410	1489	2135
411	1493	2131
412	1496	2127
413	1500	2123
414	1504	2120
415	1507	2115
416	1510	2111
417	1513	2107
418	1517	2103
419	1520	2099
420	1523	2095
421	1527	2092
422	1530	2087
423	1534	2084
424	1537	2080
425	1540	2076
426	1544	2072
427	1547	2067
428	1550	2063
429	1553	2059
430	1557	2056
431	1560	2051
432	1564	2048
433	1569	2046
434	1572	2042
435	1575	2038
436	1580	2035
437	1584	2032
438	1587	2028
439	1590	2024
440	1594	2021
441	1598	2017
442	1601	2014
443	1605	2010
444	1608	2006
445	1611	2002
446	1616	2000
447	1621	1998
448	1627	1997
449	1631	1994
450	1637	1992
451	1641	1990
452	1645	1987
453	1653	1988
454	1658	1987
455	1662	1983
456	1666	1980
457	1671	1978
458	1675	1974
459	1679	1971
460	1684	1969
461	1689	1967
462	1693	1963
463	1697	1960
464	1700	1956
465	1704	1953
466	1709	1950
467	1712	1947
468	1717	1944
469	1723	1943
470	1726	1939
471	1730	1935
472	1735	1933
473	1740	1930
474	1744	1928
475	1750	1926
476	1754	1923
477	1757	1919
478	1760	1915
479	1763	1910
480	1767	1906
481	1770	1902
482	1773	1898
483	1777	1894
484	1781	1891
485	1784	1887
486	1787	1882
487	1790	1878
488	1794	1875
489	1797	1871
490	1801	1867
491	1804	1863
492	1808	1859
493	1811	1855
494	1815	1852
495	1818	1847
496	1821	1843
497	1825	1839
498	1828	1835
499	1831	1831
500	1835	1827
501	1838	1823
502	1841	1819
503	1845	1816
504	1848	1812
505	1851	1807
506	1856	1804
507	1860	1802
508	1864	1798
509	1867	1793
510	1871	1790
511	1875	1787
512	1880	1784
513	1883	1781
514	1886	1776
515	1890	1773
516	1894	1769
517	1898	1766
518	1901	1762
519	1904	1757
520	1908	1754
521	1911	1750
522	1915	1747
523	1919	1743
524	1922	1739
525	1925	1735
526	1929	1731
527	1934	1729
528	1941	1728
529	1947	1727
530	1953	1725
531	1956	1721
532	1959	1716
533	1963	1713
534	1966	1709
535	1969	1705
536	1972	1701
537	1976	1697
538	1979	1692
539	1982	1688
540	1986	1685
541	1989	1681
542	1992	1677
543	1996	1673
544	1999	1668
545	2002	1665
546	2006	1661
547	2009	1657
548	2012	1653
549	2015	1649
550	2018	1645
551	2022	1641
552	2025	1637
553	2028	1633
554	2031	1629
555	2035	1625
556	2038	1621
557	2042	1617
558	2045	1614
559	2049	1610
560	2052	1605
561	2055	1602
562	2059	1598
563	2062	1594
564	2065	1590
565	2068	1586
566	2072	1582
567	2075	1578
568	2078	1574
569	2081	1570
570	2085	1567
571	2089	1563
572	2092	1559
573	2095	1555
574	2099	1551
575	2103	1548
576	2107	1544
577	2109	1540
578	2113	1536
579	2116	1532
580	2120	1528
581	2124	1525
582	2127	1521
583	2130	1517
584	2134	1513
585	2137	1510
586	2141	1506
587	2144	1502
588	2148	1498
589	2151	1495
590	2155	1491
591	2158	1487
592	2162	1484
593	2165	1480
594	2168	1476
595	2171	1472
596	2175	1468
597	2178	1464
598	2181	1460
599	2185	1456
600	2188	1452
601	2191	1449
602	2195	1445
603	2198	1441
604	2202	1437
605	2205	1433
606	2210	1431
607	2215	1428
608	2219	1425
609	2223	1421
610	2226	1417
611	2230	1413
612	2234	1410
613	2237	1406
614	2240	1402
615	2244	1398
616	2247	1394
617	2250	1391
618	2254	1387
619	2257	1383
620	2261	1380
621	2264	1376
622	2268	1372
623	2271	1368
624	2274	1364
625	2278	1361
626	2281	1357
627	2285	1353
628	2288	1349
629	2291	1345
630	2294	1341
631	2298	1338
632	2301	1334
633	2304	1330
634	2307	1326
635	2310	1322
636	2314	1319
637	2318	1315
638	2321	1311
639	2324	1307
640	2328	1304
641	2334	1301
642	2338	1298
643	2341	1294
644	2344	1290
645	2347	1286
646	2351	1282
647	2354	1278
648	2358	1275
649	2362	1272
650	2366	1268
651	2369	1264
652	2373	1261
653	2377	1257
654	2381	1254
655	2385	1250
656	2388	1246
657	2392	1243
658	2396	1240
659	2399	1236
660	2403	1232
661	2406	1228
662	2410	1225
663	2414	1221
664	2417	1217
665	2420	1213
666	2424	1210
667	2428	1206
668	2431	1202
669	2435	1199
670	2438	1195
671	2441	1191
672	2445	1188
673	2448	1184
674	2451	1180
675	2454	1176
676	2458	1172
677	2461	1169
678	2464	1165
679	2468	1161
680	2472	1158
681	2475	1154
682	2478	1150
683	2481	1146
684	2485	1142
685	2488	1139
686	2491	1135
687	2495	1131
688	2498	1127
689	2501	1123
690	2504	1119
691	2507	1116
692	2510	1112
693	2513	1108
694	2517	1104
695	2520	1100
696	2523	1097
697	2526	1093
698	2529	1089
699	2533	1085
700	2536	1081
701	2539	1078
702	2543	1074
703	2548	1071
704	2551	1067
705	2555	1064
706	2559	1060
707	2563	1057
708	2567	1053
709	2570	1050
710	2574	1046
711	2577	1042
712	2581	1039
713	2584	1035
714	2587	1031
715	2592	1028
716	2596	1024
717	2600	1021
718	2603	1017
719	2606	1013
720	2610	1010
721	2613	1006
722	2616	1002
723	2620	998
724	2625	995
725	2629	992
726	2632	988
727	2635	984
728	2639	981
729	2642	977
730	2645	973
731	2648	969
732	2651	965
733	2654	962
734	2658	958
735	2661	954
736	2664	950
737	2668	947
738	2672	943
739	2674	939
740	2678	936
741	2681	932
742	2684	928
743	2688	925
744	2691	921
745	2694	917
746	2698	913
747	2702	910
748	2705	906
749	2709	903
750	2712	899
751	2717	896
752	2720	892
753	2723	888
754	2726	884
755	2729	881
756	2732	877
757	2735	873
758	2738	869
759	2742	865
760	2745	862
761	2748	858
762	2752	854
763	2755	851
764	2758	847
765	2762	843
766	2766	840
767	2770	836
768	2773	833
769	2777	829
770	2780	825
771	2783	822
772	2787	818
773	2790	814
774	2794	811
775	2797	807
776	2800	803
777	2804	800
778	2807	796
779	2810	792
780	2814	789
781	2818	785
782	2821	781
783	2824	778
784	2828	774
785	2831	770
786	2834	767
787	2838	763
788	2841	759
789	2844	756
790	2856	754
791	2859	751
792	2863	747
793	2867	743
794	2870	740
795	2874	736
796	2877	732
797	2880	729
798	2885	725
799	2888	722
800	2891	718
801	2894	714
802	2899	711
803	2903	707
804	2906	704
805	2909	700
806	2920	698
807	2925	695
808	2930	691
809	2935	688
810	2938	684
811	2942	681
812	2945	677
813	2949	673
814	2952	670
815	2956	666
816	2959	662
817	2963	659
818	2966	655
819	2969	651
820	2973	648
821	2976	644
822	2980	640
823	2983	637
824	2986	633
825	2990	629
826	2993	626
827	2996	622
828	3000	618
829	3003	615
830	3006	611
831	3010	607
832	3013	604
833	3016	600
834	3020	596
835	3023	593
836	3026	589
837	3030	585
838	3033	582
839	3036	578
840	3040	574
841	3044	571
842	3048	567
843	3051	563
844	3054	560
845	3058	556
846	3062	553
847	3065	549
848	3069	545
849	3072	542
850	3075	538
851	3078	534
852	3081	531
853	3084	527
854	3087	523
855	3090	519
856	3094	516
857	3097	512
858	3100	509
859	3106	505
860	3110	502
861	3113	498
862	3117	494
863	3120	491
864	3123	487
865	3126	483
866	3129	480
867	3132	476
868	3136	472
869	3139	469
870	3142	465
871	3146	461
872	3149	458
873	3153	454
874	3157	451
875	3160	447
876	3164	443
877	3167	440
878	3170	436
879	3174	432
880	3178	429
881	3181	425
882	3185	422
883	3188	418
884	3192	414
885	3195	411
886	3199	407
887	3202	403
888	3205	400
889	3208	396
890	3212	392
891	3215	389
892	3218	385
893	3222	382
894	3225	378
895	3229	374
896	3232	371
897	3237	367
898	3241	364
899	3245	360
900	3248	356
901	3252	353
902	3256	349
903	3259	346
904	3262	342
905	3266	338
906	3270	335
907	3275	331
908	3278	328
909	3282	324
910	3284	320
911	3289	317
912	3292	313
913	3296	310
914	3299	306
915	3302	302
916	3307	299
917	3310	295
918	3313	292
919	3317	288
920	3321	284
921	3323	281
922	3327	277
923	3331	273
924	3334	270
925	3337	266
926	3340	263
927	3344	259
928	3348	255
929	3352	252
930	3355	248
931	3359	245
932	3362	241
933	3365	237
934	3369	234
935	3373	230
936	3376	227
937	3379	223
938	3383	219
939	3386	216
940	3390	212
941	3393	208
942	3397	205
943	3400	201
944	3403	198
945	3407	194
946	3411	190
947	3414	187
948	3418	183
949	3422	180
950	3425	176
951	3428	172
952	3432	169
953	3435	165
954	3439	162
955	3442	158
956	3445	154
957	3449	151
958	3452	147
959	3455	143
960	3459	140
961	3462	136
962	3465	133
963	3469	129
964	3473	125
965	3476	122
966	3479	118
967	3483	115
968	3486	111
969	3490	107
970	3493	104
971	3496	100
972	3502	97
973	3506	93
974	3509	89
975	3512	86
976	3516	82
977	3520	79
978	3523	75
979	3527	71
980	3530	68
981	3533	64
982	3537	61
983	3540	57
984	3544	53
985	3548	50
986	3551	46
987	3555	43
988	3557	39
989	3561	35
990	3565	32
991	3569	28
992	3572	25
993	3576	21
994	3579	17
995	3582	14
996	3586	10
997	3589	7
998	3593	3
999	3599	0
