iter	Logloss	Accuracy
150	0.2003015164	0.9198012775
151	0.2000559897	0.9196998885
152	0.1999421597	0.9196998885
153	0.1997454418	0.9200040556
154	0.1995804149	0.9202068336
155	0.1994684889	0.9203082227
156	0.1993042086	0.9201054446
157	0.1992284669	0.9201054446
158	0.1991087364	0.9204096117
159	0.1990122172	0.9204096117
160	0.1988518831	0.9204096117
161	0.1985830044	0.9206123897
162	0.1983807172	0.9208151678
163	0.1982056964	0.9210179459
164	0.1979693168	0.9210179459
165	0.197889407	0.9210179459
166	0.1976222949	0.9209165568
167	0.197461946	0.9210179459
168	0.1973277532	0.9213221129
169	0.1971126339	0.9212207239
170	0.1969343333	0.9212207239
171	0.1967605758	0.921423502
172	0.1965748269	0.92162628
173	0.1964706833	0.921524891
174	0.1963458746	0.921524891
175	0.1962644253	0.92162628
176	0.196077233	0.921524891
177	0.1959591617	0.921423502
178	0.1957219116	0.921524891
179	0.1956835634	0.9217276691
180	0.195507116	0.92162628
181	0.195316224	0.921423502
182	0.1951980075	0.92162628
183	0.1950224896	0.921524891
184	0.1948603438	0.921423502
185	0.1947771334	0.9213221129
186	0.1945833817	0.9211193349
187	0.194468648	0.9211193349
188	0.1943902777	0.9211193349
189	0.1942094475	0.9212207239
190	0.1941454914	0.9213221129
191	0.1938989969	0.921423502
192	0.1937233089	0.9213221129
193	0.1934803013	0.921524891
194	0.1932964681	0.9212207239
195	0.1931119386	0.9213221129
196	0.1929898667	0.921423502
197	0.1929107411	0.921524891
198	0.192705295	0.92162628
199	0.1925681863	0.9218290581
200	0.1925032116	0.9218290581
201	0.1922917395	0.9219304471
202	0.1921508343	0.9220318362
203	0.1919231968	0.9220318362
204	0.1918103825	0.9220318362
205	0.1916660513	0.9220318362
206	0.1915742148	0.9219304471
207	0.1913941865	0.9219304471
208	0.1913032445	0.9219304471
209	0.1911294444	0.9219304471
210	0.1909979736	0.9222346142
211	0.1907946557	0.9220318362
212	0.1906711061	0.9220318362
213	0.1905879786	0.9221332252
214	0.1904752002	0.9221332252
215	0.1902852054	0.9220318362
216	0.1901484692	0.9221332252
217	0.1899974009	0.9222346142
218	0.1899004078	0.9225387813
219	0.1897560933	0.9226401703
220	0.1896489156	0.9224373923
221	0.1894960706	0.9225387813
222	0.1894509925	0.9225387813
223	0.1892553165	0.9227415594
224	0.1891305649	0.9227415594
225	0.1890076516	0.9228429484
226	0.1888579047	0.9233498935
227	0.1885884323	0.9232485045
228	0.1885012353	0.9235526716
229	0.1883141735	0.9234512826
230	0.1881625028	0.9234512826
231	0.1880164232	0.9233498935
232	0.1879187898	0.9234512826
233	0.187702204	0.9238568387
234	0.1875371386	0.9238568387
235	0.1873892341	0.9239582277
236	0.1872387955	0.9237554497
237	0.1871638223	0.9239582277
238	0.187004398	0.9240596167
239	0.1869329964	0.9240596167
240	0.1868360774	0.9240596167
241	0.1867462556	0.9240596167
242	0.1866370265	0.9241610058
243	0.1865421149	0.9241610058
244	0.1863802394	0.9242623948
245	0.1861478062	0.9242623948
246	0.1859877094	0.9242623948
247	0.1857948652	0.9243637838
248	0.1856949733	0.92476934
249	0.1856315116	0.924870729
250	0.1854879415	0.9253776741
251	0.1853799505	0.9253776741
252	0.1852511894	0.9251748961
253	0.1850903126	0.9251748961
254	0.1850056318	0.9252762851
255	0.1849642398	0.9252762851
256	0.1847834543	0.9251748961
257	0.1847157664	0.9252762851
258	0.1845881825	0.9252762851
259	0.1844934512	0.9252762851
260	0.1843847893	0.9253776741
261	0.1841961194	0.9253776741
262	0.1840018711	0.9254790632
263	0.1838633433	0.9255804522
264	0.1837332736	0.9256818412
265	0.1836471211	0.9255804522
266	0.1834609761	0.9256818412
267	0.1833225689	0.9258846193
268	0.1832278743	0.9258846193
269	0.1830810749	0.9260873973
270	0.1829244566	0.9261887864
271	0.1828145348	0.9262901754
272	0.1826402668	0.9261887864
273	0.1825314683	0.9261887864
274	0.1823893147	0.9263915644
275	0.1822630881	0.9264929535
276	0.1822209328	0.9264929535
277	0.1821662325	0.9264929535
278	0.182061254	0.9266957315
279	0.1819850148	0.9265943425
280	0.1818244865	0.9264929535
281	0.1816203096	0.9267971206
282	0.1814545854	0.9268985096
283	0.1812957756	0.9268985096
284	0.1811365563	0.9269998986
285	0.1810215901	0.9268985096
286	0.1807794085	0.9266957315
287	0.1807016627	0.9271012876
288	0.1805755084	0.9272026767
289	0.180517151	0.9273040657
290	0.1803615786	0.9272026767
291	0.180293365	0.9272026767
292	0.1801348876	0.9271012876
293	0.1799818867	0.9273040657
294	0.1799257671	0.9273040657
295	0.1797166746	0.9273040657
296	0.1796029663	0.9273040657
297	0.1794349082	0.9276082328
298	0.1792601337	0.9276082328
299	0.17916623	0.9277096218
300	0.1790801744	0.9278110108
301	0.1790506564	0.9279123999
302	0.1789342804	0.9278110108
303	0.1788282936	0.9280137889
304	0.1786931957	0.9279123999
305	0.1785577302	0.9281151779
306	0.1783948444	0.9280137889
307	0.1782281296	0.9281151779
308	0.1780694534	0.9281151779
309	0.1779919023	0.9281151779
310	0.1778700201	0.928419345
311	0.1777945025	0.928419345
312	0.1775712268	0.9286221231
313	0.1773968422	0.9286221231
314	0.1772702555	0.9287235121
315	0.1771510207	0.9287235121
316	0.1770318012	0.9288249011
317	0.1769044538	0.9288249011
318	0.1767880495	0.9288249011
319	0.1766726065	0.9288249011
320	0.1766260263	0.9290276792
321	0.1765239789	0.9290276792
322	0.1764232152	0.9292304573
323	0.1761904855	0.9292304573
324	0.1760370617	0.9296360134
325	0.1759503399	0.9296360134
326	0.1759275237	0.9296360134
327	0.1757826464	0.9299401805
328	0.1756679357	0.9298387914
329	0.1755879849	0.9298387914
330	0.1754946647	0.9300415695
331	0.1753889015	0.9302443476
332	0.1753032063	0.9302443476
333	0.1752466724	0.9303457366
334	0.1750911842	0.9306499037
335	0.1749670322	0.9309540708
336	0.1747791182	0.9309540708
337	0.1747089835	0.9311568488
338	0.1746157551	0.9312582379
339	0.1745670315	0.9312582379
340	0.1745041331	0.9313596269
341	0.1743256447	0.9315624049
342	0.1741835015	0.9314610159
343	0.1740749752	0.931663794
344	0.1739418656	0.931866572
345	0.1738358321	0.931866572
346	0.173591318	0.9323735172
347	0.1735071581	0.9323735172
348	0.1734104269	0.9321707391
349	0.17326164	0.9324749062
350	0.1731130241	0.9325762952
351	0.1729042633	0.9326776843
352	0.1728257359	0.9325762952
353	0.1726433226	0.9326776843
354	0.1725669004	0.9326776843
355	0.172478164	0.9326776843
356	0.1723842127	0.9328804623
357	0.17232469	0.9328804623
358	0.1721719218	0.9328804623
359	0.1720386764	0.9329818514
360	0.1719339951	0.9333874075
361	0.1717861335	0.9333874075
362	0.1716216893	0.9334887965
363	0.171470951	0.9333874075
364	0.1713981114	0.9334887965
365	0.1712089227	0.9334887965
366	0.1710869292	0.9337929636
367	0.1709567991	0.9337929636
368	0.1708314657	0.9338943526
369	0.1707090104	0.9338943526
370	0.1705755183	0.9337929636
371	0.1704158997	0.9340971307
372	0.1703421874	0.9342999087
373	0.1702504914	0.9341985197
374	0.1701751576	0.9341985197
375	0.1700907118	0.9344012978
376	0.169957177	0.9344012978
377	0.1698119906	0.9346040758
378	0.1697466042	0.9347054649
379	0.1696509928	0.9347054649
380	0.1695611972	0.9347054649
381	0.1694635716	0.9347054649
382	0.1693329396	0.9347054649
383	0.1691941088	0.9348068539
384	0.1690929034	0.9348068539
385	0.1690166517	0.9346040758
386	0.1689113929	0.9349082429
387	0.168879697	0.9348068539
388	0.1687383365	0.9347054649
389	0.1685615306	0.9348068539
390	0.1684745524	0.9348068539
391	0.168349569	0.9347054649
392	0.1682520885	0.935009632
393	0.168183126	0.935111021
394	0.1680754269	0.935111021
395	0.1679518576	0.935313799
396	0.1678239188	0.9354151881
397	0.1677364715	0.9354151881
398	0.1676256175	0.935313799
399	0.1675387117	0.9356179661
400	0.1674582906	0.9356179661
401	0.1674010417	0.9356179661
402	0.1672702433	0.9357193552
403	0.1671686571	0.9356179661
404	0.1670715754	0.9356179661
405	0.1669644965	0.9356179661
406	0.166843955	0.9358207442
407	0.1667661451	0.9361249113
408	0.1666435594	0.9362263003
409	0.1665003325	0.9364290784
410	0.1664326336	0.9364290784
411	0.1662637904	0.9365304674
412	0.1661628291	0.9363276893
413	0.1660708058	0.9366318564
414	0.1659914201	0.9368346345
415	0.1659188692	0.9367332455
416	0.1657205143	0.9369360235
417	0.1656161945	0.9369360235
418	0.1655263444	0.9369360235
419	0.1654133135	0.9370374126
420	0.1653041937	0.9370374126
421	0.1652724688	0.9370374126
422	0.1651610724	0.9370374126
423	0.1650752767	0.9373415796
424	0.1649531415	0.9372401906
425	0.1648284441	0.9372401906
426	0.1646495344	0.9375443577
427	0.1645614792	0.9375443577
428	0.1644485509	0.9374429687
429	0.1643452779	0.9376457467
430	0.164196121	0.9377471358
431	0.1641584793	0.9377471358
432	0.1639773455	0.9378485248
433	0.1639267716	0.9379499138
434	0.1638174725	0.9377471358
435	0.1636559315	0.9378485248
436	0.1635251032	0.9378485248
437	0.1634116243	0.9379499138
438	0.1632777641	0.9379499138
439	0.1631466435	0.9379499138
440	0.1630457457	0.9379499138
441	0.1628948163	0.9380513028
442	0.1627750464	0.9381526919
443	0.162633967	0.9383554699
444	0.1624972507	0.9383554699
445	0.1624437565	0.9382540809
446	0.1623236027	0.938456859
447	0.1621673423	0.938456859
448	0.1620773682	0.938456859
449	0.1620130267	0.938456859
450	0.1619104817	0.9387610261
451	0.1618276579	0.938558248
452	0.161674908	0.9387610261
453	0.1615715614	0.9387610261
454	0.1614723979	0.9389638041
455	0.1613263693	0.9388624151
456	0.1611973899	0.9390651931
457	0.1611121934	0.9391665822
458	0.1610342028	0.9391665822
459	0.1609663911	0.9391665822
460	0.1608668706	0.9394707493
461	0.1607570627	0.9393693602
462	0.1607194162	0.9393693602
463	0.1606626417	0.9393693602
464	0.1604829089	0.9393693602
465	0.1603767288	0.9396735273
466	0.1602502186	0.9395721383
467	0.1601541495	0.9395721383
468	0.1600258144	0.9397749164
469	0.1599404301	0.9398763054
470	0.1598329858	0.9398763054
471	0.1597526921	0.9398763054
472	0.1596725686	0.9398763054
473	0.1595489069	0.9398763054
474	0.1594386947	0.9400790834
475	0.1593860888	0.9399776944
476	0.1592681695	0.9400790834
477	0.1591280436	0.9402818615
478	0.1590096725	0.9402818615
479	0.1589319953	0.9404846396
480	0.1589094899	0.9404846396
481	0.1588479872	0.9404846396
482	0.158700794	0.9404846396
483	0.1586419629	0.9404846396
484	0.1585499554	0.9406874176
485	0.1584586592	0.9406874176
486	0.1583758452	0.9406874176
487	0.1582809938	0.9407888067
488	0.158150453	0.9408901957
489	0.1580511383	0.9409915847
490	0.1579634635	0.9408901957
491	0.1578460218	0.9409915847
492	0.157751898	0.9409915847
493	0.1576001901	0.9406874176
494	0.1575425949	0.9409915847
495	0.1574698297	0.9407888067
496	0.1573243514	0.9410929737
497	0.1573008577	0.9410929737
498	0.1571622305	0.9409915847
499	0.1571214404	0.9409915847
500	0.1569764843	0.9415999189
501	0.1568523997	0.9415999189
502	0.1567645975	0.9415999189
503	0.1565822694	0.9418026969
504	0.1565010972	0.941904086
505	0.1564321102	0.941904086
506	0.1563659902	0.941904086
507	0.1562040022	0.941904086
508	0.1561479252	0.942005475
509	0.1559843244	0.942005475
510	0.15587298	0.942005475
511	0.1557363125	0.941904086
512	0.1555986391	0.942106864
513	0.1555129949	0.942106864
514	0.1554384348	0.9423096421
515	0.1553478242	0.9424110311
516	0.1552523342	0.9426138092
517	0.1551368348	0.9427151982
518	0.1550556481	0.9425124202
519	0.1549934384	0.9427151982
520	0.1548609925	0.9428165872
521	0.1548041509	0.9428165872
522	0.1547672279	0.9428165872
523	0.154707041	0.9426138092
524	0.1545828811	0.9428165872
525	0.1544547907	0.9429179763
526	0.1543528007	0.9429179763
527	0.1542569371	0.9428165872
528	0.1542061935	0.9428165872
529	0.1541255888	0.9431207543
530	0.1540779215	0.9431207543
531	0.1539679664	0.9430193653
532	0.1539460733	0.9430193653
533	0.153887866	0.9431207543
534	0.1537998944	0.9432221434
535	0.1537287098	0.9433235324
536	0.1536733043	0.9434249214
537	0.1536170063	0.9432221434
538	0.1535901971	0.9433235324
539	0.1534893943	0.9435263105
540	0.1534264168	0.9435263105
541	0.1533775069	0.9436276995
542	0.1532515365	0.9437290885
543	0.1532165555	0.9437290885
544	0.1530279746	0.9442360337
545	0.1529451434	0.9444388117
546	0.1528728991	0.9443374227
547	0.1527806973	0.9444388117
548	0.1526897059	0.9444388117
549	0.1525790047	0.9446415898
550	0.1525291361	0.9447429788
551	0.1524518462	0.9446415898
552	0.1523720469	0.9447429788
553	0.1523350879	0.9448443678
554	0.1522588113	0.9448443678
555	0.1522017926	0.9448443678
556	0.1520928193	0.9450471459
557	0.1519803911	0.945249924
558	0.1518811932	0.945249924
559	0.1518313264	0.9451485349
560	0.1516986604	0.9451485349
561	0.1516070909	0.9451485349
562	0.1515209798	0.9450471459
563	0.1514088623	0.945351313
564	0.1513824049	0.945351313
565	0.1512791181	0.945554091
566	0.1512144733	0.9457568691
567	0.1511773113	0.9456554801
568	0.1510623645	0.9457568691
569	0.1509380383	0.9457568691
570	0.1508640459	0.9457568691
571	0.1508172593	0.9457568691
572	0.1507065605	0.9458582581
573	0.1506457472	0.9458582581
574	0.1504996547	0.9458582581
575	0.1503587921	0.9459596472
576	0.1503071725	0.9461624252
577	0.1501828805	0.9462638143
578	0.1501316213	0.9461624252
579	0.1500772206	0.9461624252
580	0.1499916825	0.9463652033
581	0.1499260644	0.9463652033
582	0.1497928595	0.9464665923
583	0.1497005247	0.9463652033
584	0.1495812688	0.9463652033
585	0.1495168543	0.9464665923
586	0.1494518122	0.9464665923
587	0.1493406384	0.9463652033
588	0.1493025291	0.9463652033
589	0.1491684464	0.9464665923
590	0.1491234822	0.9464665923
591	0.1490428192	0.9467707594
592	0.1489335376	0.9467707594
593	0.1488708707	0.9465679813
594	0.1488340097	0.9465679813
595	0.148787114	0.9466693704
596	0.1485693823	0.9468721484
597	0.1484958012	0.9468721484
598	0.1484081097	0.9468721484
599	0.1482786561	0.9467707594
600	0.1481803487	0.9466693704
601	0.1481648314	0.9466693704
602	0.1480384357	0.9470749265
603	0.1480066186	0.9471763155
604	0.1479141775	0.9472777046
605	0.1478613199	0.9473790936
606	0.1477890269	0.9473790936
607	0.1476903702	0.9472777046
608	0.147640843	0.9474804826
609	0.1475153553	0.9475818716
610	0.1474423714	0.9473790936
611	0.1473652133	0.9475818716
612	0.1472672557	0.9476832607
613	0.1471773722	0.9475818716
614	0.1470456168	0.9476832607
615	0.1469213254	0.9478860387
616	0.1468394801	0.9478860387
617	0.1467909082	0.9478860387
618	0.1466731557	0.9480888168
619	0.1466114917	0.9481902058
620	0.1464947884	0.9482915948
621	0.14640939	0.9484943729
622	0.1463059249	0.9483929839
623	0.1462077186	0.9484943729
624	0.1461160125	0.9484943729
625	0.1460209383	0.9484943729
626	0.145942866	0.9490013181
627	0.145862138	0.9490013181
628	0.145771691	0.9492040961
629	0.1457166548	0.9492040961
630	0.1456176413	0.9495082632
631	0.1455030365	0.9495082632
632	0.1454537126	0.9495082632
633	0.1453993074	0.9495082632
634	0.1452854317	0.9495082632
635	0.1452277754	0.9493054851
636	0.145143424	0.9493054851
637	0.1450863831	0.9495082632
638	0.1450046879	0.9495082632
639	0.1448956535	0.9499138193
640	0.1448336355	0.9499138193
641	0.1447709147	0.9501165974
642	0.1446268734	0.9501165974
643	0.1445304229	0.9501165974
644	0.1445121433	0.9502179864
645	0.1443917357	0.9502179864
646	0.1442752003	0.9502179864
647	0.1442277563	0.9502179864
648	0.144130692	0.9503193754
649	0.1440400826	0.9501165974
650	0.1439551428	0.9501165974
651	0.1438456686	0.9499138193
652	0.1437994779	0.9499138193
653	0.1437008425	0.9502179864
654	0.1436242012	0.9502179864
655	0.1435001197	0.9503193754
656	0.143475258	0.9503193754
657	0.1433991366	0.9503193754
658	0.1432957821	0.9504207645
659	0.1432482896	0.9503193754
660	0.143131111	0.9505221535
661	0.1430090332	0.9509277096
662	0.1429834905	0.9509277096
663	0.1429298526	0.9506235425
664	0.1428411143	0.9508263206
665	0.1428003783	0.9510290987
666	0.1427481444	0.9509277096
667	0.1426610927	0.9512318767
668	0.1425024764	0.9513332657
669	0.1423746697	0.9514346548
670	0.1422935222	0.9516374328
671	0.1422486621	0.9515360438
672	0.1421976317	0.9516374328
673	0.1421216619	0.9518402109
674	0.1420450919	0.9517388219
675	0.14200206	0.9517388219
676	0.141960942	0.9518402109
677	0.1418678644	0.9520429889
678	0.1418166718	0.9519415999
679	0.1417236375	0.9519415999
680	0.1416895733	0.9519415999
681	0.1415924632	0.9518402109
682	0.1415058533	0.9518402109
683	0.1414338356	0.9519415999
684	0.1413025395	0.9519415999
685	0.141190263	0.9518402109
686	0.1410930533	0.9518402109
687	0.1410420983	0.9518402109
688	0.1409614549	0.9520429889
689	0.1408812189	0.9525499341
690	0.1408505588	0.9525499341
691	0.1407990504	0.952245767
692	0.1407716528	0.952245767
693	0.1407534007	0.952245767
694	0.1407255507	0.952245767
695	0.1406629794	0.9525499341
696	0.1406319629	0.952347156
697	0.1405479605	0.952245767
698	0.1404921565	0.952144378
699	0.1404132754	0.952144378
700	0.1403084148	0.9520429889
701	0.1402369533	0.952144378
702	0.1401087959	0.952144378
703	0.1400825304	0.952144378
704	0.1399938806	0.9524485451
705	0.1398880049	0.9526513231
706	0.1398318013	0.9525499341
707	0.1397439427	0.9526513231
708	0.1396911817	0.9526513231
709	0.1395803428	0.9526513231
710	0.1393999247	0.9529554902
711	0.1393201413	0.9530568792
712	0.1392144317	0.9530568792
713	0.1391215103	0.9531582683
714	0.1390723872	0.9531582683
715	0.1390092127	0.9533610463
716	0.1389239572	0.9532596573
717	0.1388316267	0.9532596573
718	0.13878896	0.9533610463
719	0.1386518029	0.9540707695
720	0.1386027835	0.9539693805
721	0.1385396663	0.9539693805
722	0.1384794589	0.9540707695
723	0.1383849037	0.9542735476
724	0.1383086847	0.9542735476
725	0.1382209821	0.9544763257
726	0.1381573435	0.9543749366
727	0.1380844029	0.9543749366
728	0.1380701098	0.9544763257
729	0.1379833171	0.9543749366
730	0.1379058887	0.9545777147
731	0.1378573887	0.9545777147
732	0.1377707304	0.9545777147
733	0.1376896505	0.9543749366
734	0.1376442148	0.9544763257
735	0.1375836012	0.9544763257
736	0.1374889912	0.9544763257
737	0.1373976676	0.9546791037
738	0.1373377267	0.9549832708
739	0.1372832633	0.9549832708
740	0.1371935789	0.9547804928
741	0.1371214703	0.9546791037
742	0.1370532781	0.9547804928
743	0.1369154977	0.9548818818
744	0.1368067977	0.9549832708
745	0.1367533222	0.9550846598
746	0.1367074867	0.9551860489
747	0.1366668844	0.9552874379
748	0.1366215653	0.9553888269
749	0.1365514563	0.9551860489
750	0.1364954471	0.9551860489
751	0.1363825381	0.9552874379
752	0.1362489881	0.955591605
753	0.1361400492	0.955490216
754	0.1360354731	0.955490216
755	0.1359358276	0.955692994
756	0.1358477681	0.955490216
757	0.1357952445	0.955490216
758	0.1357770136	0.955490216
759	0.1356991259	0.955794383
760	0.1356531895	0.9558957721
761	0.1355824397	0.9558957721
762	0.1355440762	0.9558957721
763	0.1354489868	0.9559971611
764	0.1353931348	0.9558957721
765	0.1353088838	0.955794383
766	0.1351599056	0.955794383
767	0.1350745789	0.955794383
768	0.135037601	0.9558957721
769	0.135011588	0.9558957721
770	0.1349585249	0.9558957721
771	0.1348773399	0.9558957721
772	0.1348104386	0.9558957721
773	0.1347177202	0.955794383
774	0.1346539719	0.9558957721
775	0.1345570579	0.955692994
776	0.1344908149	0.9558957721
777	0.1343536486	0.9563013282
778	0.1343223317	0.9563013282
779	0.1342041811	0.9564027172
780	0.1341076389	0.9564027172
781	0.1340415176	0.9564027172
782	0.133932844	0.9566054953
783	0.1338896928	0.9567068843
784	0.1338273393	0.9567068843
785	0.1337331628	0.9566054953
786	0.1336563064	0.9566054953
787	0.133582219	0.9568082733
788	0.133546988	0.9569096624
789	0.133477074	0.9568082733
790	0.1333300195	0.9570110514
791	0.1332606636	0.9572138295
792	0.133186682	0.9572138295
793	0.133107402	0.9573152185
794	0.1330372793	0.9571124404
795	0.1329278459	0.9574166075
796	0.132878101	0.9574166075
797	0.1328247384	0.9575179966
798	0.1328035359	0.9575179966
799	0.1327718575	0.9576193856
800	0.1326461475	0.9576193856
801	0.1325987931	0.9576193856
802	0.1324992869	0.9575179966
803	0.1324296005	0.9576193856
804	0.1323735223	0.9577207746
805	0.1323530818	0.9578221636
806	0.1322807446	0.9579235527
807	0.1322017474	0.9580249417
808	0.1321423625	0.9581263307
809	0.1320633673	0.9581263307
810	0.13197323	0.9581263307
811	0.1319173242	0.9581263307
812	0.1318190159	0.9582277198
813	0.1317867665	0.9582277198
814	0.1317448657	0.9582277198
815	0.1317040275	0.9582277198
816	0.1316583854	0.9583291088
817	0.1316131198	0.9583291088
818	0.1315416848	0.9583291088
819	0.1314748199	0.9583291088
820	0.1314310769	0.9583291088
821	0.1313172066	0.9583291088
822	0.1311946747	0.9581263307
823	0.1311100551	0.9581263307
824	0.1310294793	0.9581263307
825	0.1309930978	0.9582277198
826	0.1309076337	0.9585318868
827	0.1308213866	0.9583291088
828	0.1307643344	0.9585318868
829	0.130721435	0.9584304978
830	0.1306212739	0.9585318868
831	0.1305212221	0.9587346649
832	0.1304429574	0.9587346649
833	0.1303590688	0.9587346649
834	0.1302416128	0.958937443
835	0.1301184802	0.9588360539
836	0.1300581713	0.958937443
837	0.1299925185	0.959038832
838	0.1299197714	0.9593429991
839	0.1298205588	0.9592416101
840	0.1297734687	0.9592416101
841	0.1297044053	0.959140221
842	0.1296817132	0.959140221
843	0.1296254281	0.9592416101
844	0.1296028852	0.9592416101
845	0.1295557217	0.9592416101
846	0.1294666719	0.9592416101
847	0.1293916058	0.9594443881
848	0.129332897	0.9594443881
849	0.1292892091	0.9595457771
850	0.1291977467	0.9595457771
851	0.1291199065	0.9596471662
852	0.1290033247	0.9598499442
853	0.1289942291	0.9598499442
854	0.1289406628	0.9596471662
855	0.1288633605	0.9596471662
856	0.1287909158	0.9596471662
857	0.1287405624	0.9597485552
858	0.128665417	0.9598499442
859	0.1286114679	0.9598499442
860	0.1285708386	0.9599513333
861	0.1285346048	0.9600527223
862	0.1284812645	0.9601541113
863	0.1284203984	0.9600527223
864	0.1282816395	0.9598499442
865	0.1282334359	0.9598499442
866	0.1281938047	0.9600527223
867	0.1281770037	0.9599513333
868	0.1281107039	0.9600527223
869	0.1280062688	0.9601541113
870	0.127889791	0.9602555004
871	0.1278466748	0.9603568894
872	0.1277979386	0.9602555004
873	0.1277628552	0.9602555004
874	0.1276427161	0.9603568894
875	0.1275797351	0.9603568894
876	0.1275004307	0.9603568894
877	0.1274005298	0.9602555004
878	0.1273181616	0.9605596674
879	0.1272932217	0.9604582784
880	0.1272017468	0.9606610565
881	0.1271329711	0.9604582784
882	0.1270894185	0.9606610565
